,Date,Open,High,Low,Close,Volume
0,2016-01-04,22.270476846626366,22.712570190429688,22.187582975078023,22.712570190429688,55440
1,2016-01-05,22.657310017868006,22.657310017868006,22.546786312072097,22.62967872619629,41580
2,2016-01-06,22.546784884893402,22.546784884893402,22.38100006713896,22.519153594970703,31878
3,2016-01-07,22.49152227385891,22.574414677237076,22.187581026654346,22.215213775634766,52668
4,2016-01-08,22.215214296164444,22.436260223388672,22.215214296164444,22.436260223388672,42966
5,2016-01-11,22.15994926488322,22.15994926488322,21.938901901245117,21.938901901245117,5544
6,2016-01-12,21.938903382229526,22.436259253543913,21.883642268034922,22.35336685180664,31878
7,2016-01-13,22.27047445670143,22.49152183532715,22.27047445670143,22.49152183532715,22176
8,2016-01-14,22.463891985215863,22.463891985215863,22.049428488994263,22.32573699951172,36036
9,2016-01-15,22.325735570912485,22.49152183532715,22.325735570912485,22.49152183532715,23562
10,2016-01-18,22.408628909320864,22.408628909320864,21.55207356834767,22.270475387573242,37422
11,2016-01-19,22.27047588176456,22.32573699951172,22.10468960674142,22.32573699951172,20790
12,2016-01-20,22.325734101133975,22.325734101133975,21.82837826241409,22.104686737060547,24948
13,2016-01-21,22.104686737060547,22.104686737060547,21.9389019444508,22.104686737060547,42966
14,2016-01-22,22.049429408990996,22.07706069946289,22.049429408990996,22.07706069946289,9702
15,2016-01-25,22.077059337959664,22.6020450592041,22.077059337959664,22.6020450592041,42966
16,2016-01-26,22.49152376593888,22.546784884893402,22.436261186093486,22.519153594970703,36036
17,2016-01-27,22.491522800862835,22.491522800862835,22.436260223388672,22.436260223388672,9702
18,2016-01-28,22.380998139349312,22.380998139349312,22.187580587441346,22.35336685180664,15246
19,2016-01-29,22.29810667627909,22.29810667627909,22.104689116228965,22.270475387573242,13860
20,2016-02-01,22.32573650409413,22.32573650409413,22.04942799970808,22.270475387573242,18018
21,2016-02-02,22.159952187560332,22.18758201599121,22.02179720184259,22.18758201599121,18018
22,2016-02-03,22.104686737060547,22.104686737060547,22.021794340755676,22.104686737060547,6930
23,2016-02-15,22.104686737060547,22.104686737060547,22.104686737060547,22.104686737060547,8316
24,2016-02-16,22.104686737060547,22.104686737060547,21.994164515914484,22.104686737060547,9702
25,2016-02-17,22.104689116228965,22.270475387573242,22.104689116228965,22.270475387573242,13860
26,2016-02-18,22.1046896089169,22.18758201599121,21.82838109837225,22.18758201599121,19404
27,2016-02-19,22.18758201599121,22.18758201599121,22.18758201599121,22.18758201599121,11088
28,2016-02-22,22.187581992097414,22.187581992097414,22.15995216369629,22.15995216369629,11088
29,2016-02-23,22.15995216369629,22.15995216369629,22.15995216369629,22.15995216369629,13860
